Ranking IDHM 2010,Município,IDHM 2010,"IDHM 
Renda 
2010",IDHM Longevidade 2010,IDHM Educação 2010
1553,Conceição das Alagoas (MG),"0,712","0,734","0,862","0,570"
1554,Nova Venécia (ES),"0,712","0,692","0,841","0,621"
1555,Conceição de Macabu (RJ),"0,712","0,698","0,806","0,642"
1556,Ribeirão Bonito (SP),"0,712","0,712","0,811","0,625"
1557,Erebango (RS),"0,712","0,689","0,837","0,626"
1558,Irapuru (SP),"0,712","0,691","0,839","0,622"
1559,Morro Agudo (SP),"0,712","0,716","0,836","0,604"
1560,Eugênio de Castro (RS),"0,712","0,697","0,885","0,584"
1561,Lindolfo Collor (RS),"0,712","0,712","0,842","0,601"
1562,Itabuna (BA),"0,712","0,695","0,807","0,643"
1563,Santa Vitória do Palmar (RS),"0,712","0,709","0,861","0,591"
1564,Petrolina de Goiás (GO),"0,712","0,674","0,834","0,643"
1565,Crissiumal (RS),"0,712","0,702","0,835","0,616"
1566,Jardim (MS),"0,712","0,718","0,845","0,595"
1567,Feira de Santana (BA),"0,712","0,710","0,820","0,619"
1568,Biritiba-Mirim (SP),"0,712","0,710","0,795","0,640"
1569,Alambari (SP),"0,712","0,682","0,805","0,658"
1570,Venâncio Aires (RS),"0,712","0,736","0,818","0,600"
1571,Uru (SP),"0,712","0,678","0,832","0,639"
1572,Vianópolis (GO),"0,712","0,710","0,818","0,622"
1573,Japurá (PR),"0,712","0,698","0,829","0,623"
1574,Barão de Antonina (SP),"0,711","0,676","0,820","0,649"
1575,Lambari (MG),"0,711","0,693","0,871","0,596"
1576,Israelândia (GO),"0,711","0,664","0,831","0,652"
1577,Campo Belo (MG),"0,711","0,706","0,868","0,586"
1578,Alcinópolis (MS),"0,711","0,733","0,858","0,572"
1579,Duque de Caxias (RJ),"0,711","0,692","0,833","0,624"
1580,Paranaiguara (GO),"0,711","0,702","0,836","0,613"
1581,Jaborandi (SP),"0,711","0,679","0,845","0,627"
1582,Cezarina (GO),"0,711","0,684","0,807","0,652"
1583,Paulicéia (SP),"0,711","0,692","0,811","0,640"
1584,Varjão de Minas (MG),"0,711","0,673","0,847","0,631"
1585,Ribeirão Corrente (SP),"0,711","0,688","0,814","0,642"
1586,Morrinhos do Sul (RS),"0,711","0,720","0,842","0,593"
1587,Igaratá (SP),"0,711","0,683","0,855","0,616"
1588,Chiador (MG),"0,711","0,742","0,868","0,559"
1589,Sapiranga (RS),"0,711","0,722","0,832","0,598"
1590,Rio Novo do Sul (ES),"0,711","0,692","0,837","0,620"
1591,Missal (PR),"0,711","0,714","0,828","0,608"
1592,Piquerobi (SP),"0,711","0,669","0,836","0,644"
1593,Vicentina (MS),"0,711","0,689","0,835","0,626"
1594,Medeiros (MG),"0,711","0,722","0,851","0,584"
1595,Bataguassu (MS),"0,710","0,698","0,847","0,606"
1596,São Miguel Arcanjo (SP),"0,710","0,708","0,799","0,633"
1597,Colômbia (SP),"0,710","0,689","0,802","0,647"
1598,São Miguel da Boa Vista (SC),"0,710","0,733","0,795","0,615"
1599,Witmarsum (SC),"0,710","0,739","0,870","0,557"
1600,Brejo Alegre (SP),"0,710","0,702","0,826","0,618"
1601,Nazário (GO),"0,710","0,702","0,808","0,631"
1602,Apiaí (SP),"0,710","0,662","0,835","0,647"
1603,Barracão (RS),"0,710","0,711","0,885","0,568"
1604,Rio Bonito (RJ),"0,710","0,705","0,819","0,620"
1605,Caicó (RN),"0,710","0,703","0,824","0,619"
1606,Marechal Floriano (ES),"0,710","0,715","0,849","0,589"
1607,Terra Rica (PR),"0,710","0,698","0,837","0,613"
1608,Alfredo Chaves (ES),"0,710","0,703","0,832","0,611"
1609,Cachoeira Alta (GO),"0,710","0,750","0,840","0,569"
1610,Buriti Alegre (GO),"0,710","0,700","0,831","0,614"
1611,Pimenta Bueno (RO),"0,710","0,726","0,803","0,613"
1612,Ibiúna (SP),"0,710","0,700","0,832","0,614"
1613,Santa Cruz de Monte Castelo (PR),"0,710","0,681","0,831","0,633"
1614,Santa Vitória (MG),"0,710","0,718","0,865","0,576"
1615,Quarto Centenário (PR),"0,710","0,724","0,819","0,603"
1616,Prado Ferreira (PR),"0,710","0,707","0,852","0,593"
1617,Pouso Alto (MG),"0,710","0,736","0,847","0,573"
1618,Pitangueiras (PR),"0,710","0,670","0,842","0,634"
1619,Novo Itacolomi (PR),"0,710","0,681","0,831","0,633"
1620,Nova Olímpia (PR),"0,710","0,699","0,813","0,631"
1621,Monte Santo de Minas (MG),"0,710","0,689","0,874","0,595"
1622,Lupionópolis (PR),"0,710","0,703","0,856","0,595"
1623,Limeira do Oeste (MG),"0,710","0,693","0,834","0,620"
1624,Lima Duarte (MG),"0,710","0,705","0,861","0,590"
1625,Leandro Ferreira (MG),"0,710","0,707","0,875","0,579"
1626,Estrela Dalva (MG),"0,710","0,719","0,867","0,574"
1627,Ibaiti (PR),"0,710","0,738","0,813","0,596"
1628,Monteiro Lobato (SP),"0,710","0,692","0,826","0,627"
1629,Itanhangá (MT),"0,710","0,699","0,856","0,597"
1630,Glória D'Oeste (MT),"0,710","0,684","0,823","0,636"
1631,Carmo do Cajuru (MG),"0,710","0,695","0,853","0,605"
1632,Capitólio (MG),"0,710","0,709","0,825","0,612"
1633,Três Coroas (RS),"0,710","0,740","0,829","0,584"
1634,Paulo Bento (RS),"0,710","0,730","0,858","0,571"
1635,Timburi (SP),"0,710","0,688","0,826","0,629"
1636,Pinheirinho do Vale (RS),"0,710","0,713","0,828","0,607"
1637,Taiaçu (SP),"0,710","0,701","0,814","0,628"
1638,Ampére (PR),"0,709","0,699","0,824","0,620"
1639,Serra do Navio (AP),"0,709","0,659","0,783","0,692"
1640,Cláudio (MG),"0,709","0,701","0,846","0,602"
1641,Taguaí (SP),"0,709","0,690","0,818","0,631"
1642,Magé (RJ),"0,709","0,685","0,832","0,626"
1643,Goiás (GO),"0,709","0,713","0,805","0,621"
1644,Pirapetinga (MG),"0,709","0,680","0,841","0,624"
1645,Rio Negro (MS),"0,709","0,702","0,869","0,585"
1646,Sandovalina (SP),"0,709","0,665","0,812","0,659"
1647,Ouro Verde do Oeste (PR),"0,709","0,688","0,817","0,634"
1648,Juquitiba (SP),"0,709","0,680","0,791","0,662"
1649,Tupanciretã (RS),"0,709","0,721","0,828","0,596"
1650,Cruzeiro do Iguaçu (PR),"0,709","0,703","0,792","0,641"
1651,Visconde do Rio Branco (MG),"0,709","0,709","0,850","0,591"
1652,Silvânia (GO),"0,709","0,721","0,814","0,606"
1653,Dom Silvério (MG),"0,709","0,661","0,847","0,636"
1654,Nova Era (MG),"0,709","0,675","0,825","0,639"
1655,Campanha (MG),"0,709","0,715","0,849","0,587"
1656,São Pedro do Sul (RS),"0,709","0,698","0,824","0,619"
1657,Paranapoema (PR),"0,709","0,680","0,834","0,629"
1658,Gália (SP),"0,709","0,684","0,823","0,634"
1659,São Gabriel da Palha (ES),"0,709","0,739","0,835","0,578"
1660,Rio Paranaíba (MG),"0,709","0,725","0,855","0,575"
1661,Saquarema (RJ),"0,709","0,714","0,804","0,621"
1662,Jardinópolis (SC),"0,709","0,708","0,823","0,611"
1663,Nossa Senhora das Graças (PR),"0,709","0,679","0,832","0,631"
1664,Cantagalo (RJ),"0,709","0,705","0,822","0,614"
1665,Ibirarema (SP),"0,708","0,692","0,817","0,628"
1666,São João Nepomuceno (MG),"0,708","0,696","0,850","0,600"
1667,Mirim Doce (SC),"0,708","0,683","0,821","0,633"
1668,Tenente Portela (RS),"0,708","0,709","0,830","0,603"
1669,São Sepé (RS),"0,708","0,708","0,871","0,576"
1670,Conchal (SP),"0,708","0,699","0,827","0,614"
1671,São José de Ribamar (MA),"0,708","0,642","0,790","0,700"
1672,Alvorada do Sul (PR),"0,708","0,695","0,826","0,617"
1673,Romaria (MG),"0,708","0,722","0,813","0,604"
1674,Itaiópolis (SC),"0,708","0,700","0,836","0,606"
1675,Jateí (MS),"0,708","0,716","0,857","0,579"
1676,Piraí do Sul (PR),"0,708","0,702","0,816","0,619"
1677,Ibicaré (SC),"0,708","0,734","0,826","0,586"
1678,Araporã (MG),"0,708","0,676","0,813","0,646"
1679,Alvorada (TO),"0,708","0,677","0,843","0,623"
1680,Galvão (SC),"0,708","0,704","0,815","0,618"
1681,Paulo Frontin (PR),"0,708","0,688","0,806","0,639"
1682,Cáceres (MT),"0,708","0,691","0,813","0,633"
1683,Flor do Sertão (SC),"0,708","0,736","0,792","0,608"
1684,Pedra do Indaiá (MG),"0,708","0,688","0,843","0,611"
1685,Dom Pedrito (RS),"0,708","0,715","0,848","0,585"
1686,Atilio Vivacqua (ES),"0,708","0,663","0,841","0,637"
1687,Madre de Deus (BA),"0,708","0,670","0,794","0,667"
1688,Coromandel (MG),"0,708","0,730","0,860","0,565"
1689,Abadia de Goiás (GO),"0,708","0,687","0,830","0,622"
1690,Piraí (RJ),"0,708","0,714","0,803","0,620"
1691,Campos Borges (RS),"0,708","0,704","0,819","0,616"
1692,Apiúna (SC),"0,708","0,735","0,827","0,584"
1693,Juranda (PR),"0,708","0,678","0,818","0,639"
1694,Crixás (GO),"0,708","0,706","0,805","0,625"
1695,Mallet (PR),"0,708","0,681","0,809","0,645"
1696,Jandaia (GO),"0,707","0,690","0,821","0,625"
1697,Rio Novo (MG),"0,707","0,671","0,835","0,631"
1698,Sul Brasil (SC),"0,707","0,713","0,832","0,595"
1699,Santa Bárbara (MG),"0,707","0,676","0,816","0,642"
1700,Várzea (PB),"0,707","0,619","0,800","0,714"
1701,Matutina (MG),"0,707","0,744","0,859","0,552"
1702,Sarapuí (SP),"0,707","0,699","0,814","0,621"
1703,São José do Hortêncio (RS),"0,707","0,717","0,824","0,597"
1704,Derrubadas (RS),"0,707","0,664","0,846","0,628"
1705,Iracema do Oeste (PR),"0,707","0,672","0,836","0,630"
1706,Itaguajé (PR),"0,707","0,672","0,791","0,664"
1707,Iguatama (MG),"0,707","0,695","0,825","0,616"
1708,Estrela do Norte (GO),"0,707","0,703","0,848","0,593"
1709,Áurea (RS),"0,707","0,715","0,841","0,588"
1710,Itirapuã (SP),"0,707","0,673","0,826","0,636"
1711,Montes Claros de Goiás (GO),"0,707","0,704","0,806","0,622"
1712,Rancho Alegre (PR),"0,707","0,691","0,808","0,633"
1713,Conselheiro Mairinck (PR),"0,707","0,675","0,806","0,650"
1714,Minaçu (GO),"0,707","0,691","0,803","0,637"
1715,Arroio do Tigre (RS),"0,707","0,708","0,848","0,589"
1716,Leópolis (PR),"0,707","0,657","0,812","0,663"
1717,Jaguarão (RS),"0,707","0,698","0,832","0,608"
1718,Rio Branco (MT),"0,707","0,701","0,817","0,617"
1719,Irati (SC),"0,707","0,694","0,836","0,609"
1720,Costa Rica (MS),"0,706","0,717","0,811","0,606"
1721,Chuí (RS),"0,706","0,676","0,792","0,658"
1722,Planalto (PR),"0,706","0,704","0,786","0,636"
1723,Itatinga (SP),"0,706","0,685","0,841","0,610"
1724,Doutor Maurício Cardoso (RS),"0,706","0,707","0,840","0,593"
1725,Cromínia (GO),"0,706","0,692","0,803","0,634"
1726,Santo Antônio do Pinhal (SP),"0,706","0,685","0,812","0,632"
1727,Xambrê (PR),"0,706","0,703","0,825","0,606"
1728,Laranjeiras do Sul (PR),"0,706","0,709","0,835","0,594"
1729,Lapa (PR),"0,706","0,696","0,848","0,595"
1730,Hidrolândia (GO),"0,706","0,707","0,827","0,603"
1731,Ivaté (PR),"0,706","0,684","0,803","0,641"
1732,Campestre da Serra (RS),"0,706","0,713","0,886","0,557"
1733,Ibiraci (MG),"0,706","0,696","0,855","0,591"
1734,Iporã (PR),"0,706","0,696","0,829","0,611"
1735,Douradoquara (MG),"0,706","0,704","0,847","0,591"
1736,Princesa (SC),"0,706","0,701","0,820","0,611"
1737,Joviânia (GO),"0,706","0,714","0,827","0,595"
1738,Caratinga (MG),"0,706","0,697","0,836","0,603"
1739,Novo Horizonte (SC),"0,706","0,700","0,846","0,594"
1740,Campo Florido (MG),"0,706","0,735","0,858","0,558"
1741,Dionísio Cerqueira (SC),"0,706","0,703","0,820","0,610"
1742,Caetanópolis (MG),"0,706","0,674","0,845","0,617"
1743,Cachoeira de Minas (MG),"0,706","0,673","0,821","0,637"
1744,Mossâmedes (GO),"0,706","0,696","0,811","0,623"
1745,Capanema (PR),"0,706","0,719","0,801","0,611"
1746,Barracão (PR),"0,706","0,716","0,833","0,590"
1747,Santa Bárbara de Goiás (GO),"0,706","0,667","0,832","0,635"
1748,Campos Novos Paulista (SP),"0,706","0,670","0,824","0,638"
1749,Três Barras (SC),"0,706","0,677","0,814","0,639"
1750,Cesário Lange (SP),"0,706","0,715","0,804","0,611"
1751,Novo Barreiro (RS),"0,706","0,734","0,808","0,594"
1752,Paim Filho (RS),"0,706","0,725","0,870","0,558"
1753,Coxilha (RS),"0,706","0,693","0,866","0,586"
1754,Santa Juliana (MG),"0,706","0,726","0,868","0,558"
1755,Santa Cruz de Minas (MG),"0,706","0,660","0,839","0,636"
1756,União do Oeste (SC),"0,705","0,703","0,823","0,606"
1757,Jesuítas (PR),"0,705","0,680","0,839","0,615"
1758,Itamonte (MG),"0,705","0,695","0,853","0,591"
1759,Avanhandava (SP),"0,705","0,688","0,817","0,623"
1760,Vila Lângaro (RS),"0,705","0,759","0,839","0,551"
1761,Santa Rosa do Sul (SC),"0,705","0,702","0,806","0,618"
1762,Itaju (SP),"0,705","0,696","0,823","0,613"
1763,Ribeirão Grande (SP),"0,705","0,643","0,807","0,676"
1764,Inajá (PR),"0,705","0,676","0,807","0,641"
1765,Santa Fé (PR),"0,705","0,721","0,808","0,601"
1766,Planaltina do Paraná (PR),"0,705","0,682","0,795","0,646"
1767,Borebi (SP),"0,705","0,674","0,846","0,615"
1768,Restinga (SP),"0,705","0,664","0,826","0,639"
1769,Carmo do Paranaíba (MG),"0,705","0,713","0,861","0,571"
1770,Belmonte (SC),"0,705","0,699","0,820","0,611"
1771,Alto Taquari (MT),"0,705","0,736","0,833","0,571"
1772,Santa Rosa da Serra (MG),"0,705","0,695","0,866","0,583"
1773,Santa Tereza do Oeste (PR),"0,705","0,686","0,808","0,632"
1774,Bofete (SP),"0,705","0,700","0,821","0,609"
1775,Guiratinga (MT),"0,705","0,677","0,813","0,637"
1776,Siqueira Campos (PR),"0,704","0,708","0,839","0,588"
1777,Ibirité (MG),"0,704","0,673","0,840","0,616"
1778,Campina Verde (MG),"0,704","0,714","0,868","0,562"
1779,São José da Varginha (MG),"0,704","0,682","0,857","0,597"
1780,Salto Grande (SP),"0,704","0,664","0,825","0,637"
1781,Euclides da Cunha Paulista (SP),"0,704","0,663","0,802","0,655"
1782,Parobé (RS),"0,704","0,700","0,886","0,562"
1783,Nova Xavantina (MT),"0,704","0,713","0,800","0,613"
1784,Araçariguama (SP),"0,704","0,717","0,814","0,597"
1785,Quaraí (RS),"0,704","0,673","0,852","0,609"
1786,Rancho Alegre D'Oeste (PR),"0,704","0,673","0,831","0,625"
1787,Ladário (MS),"0,704","0,687","0,822","0,618"
1788,Buritinópolis (GO),"0,704","0,727","0,813","0,591"
1789,Cássia (MG),"0,704","0,723","0,837","0,576"
1790,Mateus Leme (MG),"0,704","0,688","0,839","0,604"
1791,Salto do Itararé (PR),"0,704","0,661","0,836","0,631"
1792,Chapadão do Lageado (SC),"0,704","0,680","0,833","0,616"
1793,Quissamã (RJ),"0,704","0,698","0,821","0,610"
1794,Papanduva (SC),"0,704","0,691","0,836","0,603"
1795,Lontras (SC),"0,704","0,735","0,820","0,579"
1796,Caçapava do Sul (RS),"0,704","0,699","0,855","0,585"
1797,Mirassol D'Oeste (MT),"0,704","0,723","0,816","0,592"
1798,Ivolândia (GO),"0,704","0,680","0,825","0,622"
1799,Nova Marilândia (MT),"0,704","0,680","0,823","0,623"
1800,Tabatinga (SP),"0,704","0,700","0,818","0,609"
1801,Palma Sola (SC),"0,704","0,700","0,800","0,622"
1802,Santa Mônica (PR),"0,704","0,698","0,792","0,630"
1803,Alto Araguaia (MT),"0,704","0,712","0,802","0,612"
1804,Campina da Lagoa (PR),"0,704","0,677","0,829","0,623"
1805,Boa Esperança (MG),"0,704","0,694","0,855","0,587"
1806,Arenápolis (MT),"0,704","0,677","0,793","0,649"
1807,Araruna (PR),"0,704","0,685","0,785","0,648"
1808,São Pedro do Paraná (PR),"0,704","0,678","0,836","0,616"
1809,São Miguel do Iguaçu (PR),"0,704","0,726","0,818","0,588"
1810,Canas (SP),"0,704","0,646","0,797","0,677"
1811,Tapejara (PR),"0,703","0,694","0,819","0,612"
1812,Camapuã (MS),"0,703","0,715","0,817","0,596"
1813,Araquari (SC),"0,703","0,696","0,830","0,602"
1814,Fernão (SP),"0,703","0,668","0,843","0,617"
1815,Coxim (MS),"0,703","0,719","0,836","0,579"
1816,Campo Novo (RS),"0,703","0,677","0,866","0,593"
1817,Pontes E Lacerda (MT),"0,703","0,711","0,807","0,605"
1818,Maria Helena (PR),"0,703","0,680","0,842","0,607"
1819,Iguatu (PR),"0,703","0,672","0,812","0,637"
1820,Jeriquara (SP),"0,703","0,680","0,814","0,628"
1821,Palma (MG),"0,703","0,663","0,841","0,623"
1822,Ibaté (SP),"0,703","0,681","0,814","0,627"
1823,Três Palmeiras (RS),"0,703","0,747","0,832","0,560"
1824,Riolândia (SP),"0,703","0,677","0,817","0,629"
1825,Caseiros (RS),"0,703","0,696","0,833","0,600"
1826,Lagoa Formosa (MG),"0,703","0,717","0,832","0,582"
1827,Conceição dos Ouros (MG),"0,703","0,668","0,842","0,618"
1828,Entre Rios do Sul (RS),"0,703","0,709","0,857","0,572"
1829,Boa Vista do Cadeado (RS),"0,703","0,692","0,851","0,590"
1830,São Pedro do Turvo (SP),"0,703","0,661","0,826","0,636"
1831,Guarantã do Norte (MT),"0,703","0,692","0,826","0,609"
1832,Uruana (GO),"0,703","0,665","0,824","0,634"
1833,Perdigão (MG),"0,703","0,711","0,843","0,579"
1834,Itararé (SP),"0,703","0,668","0,803","0,649"
1835,Castro (PR),"0,703","0,704","0,823","0,600"
1836,Iporanga (SP),"0,703","0,637","0,816","0,668"
1837,Guaçuí (ES),"0,703","0,691","0,846","0,595"
1838,Goianápolis (GO),"0,703","0,678","0,825","0,620"
1839,Porangaba (SP),"0,703","0,696","0,864","0,578"
1840,Macuco (RJ),"0,703","0,687","0,801","0,631"
1841,Francisco Morato (SP),"0,703","0,659","0,815","0,647"
1842,Pitanga (PR),"0,702","0,696","0,802","0,621"
1843,Botelhos (MG),"0,702","0,702","0,868","0,568"
1844,Inhaúma (MG),"0,702","0,657","0,845","0,624"
1845,Edealina (GO),"0,702","0,722","0,808","0,594"
1846,Guapirama (PR),"0,702","0,666","0,805","0,645"
1847,Ariquemes (RO),"0,702","0,716","0,806","0,600"
1848,Baixo Guandu (ES),"0,702","0,670","0,811","0,637"
1849,Itaguaçu (ES),"0,702","0,672","0,802","0,641"
1850,Nonoai (RS),"0,702","0,703","0,833","0,591"
1851,Muitos Capões (RS),"0,702","0,711","0,873","0,558"
1852,Paraíba do Sul (RJ),"0,702","0,697","0,812","0,610"
1853,Campos Altos (MG),"0,702","0,690","0,860","0,582"
1854,Luiziânia (SP),"0,702","0,682","0,815","0,623"
1855,Pontalinda (SP),"0,702","0,677","0,847","0,604"
1856,Viadutos (RS),"0,702","0,715","0,864","0,561"
1857,Santo Antônio da Alegria (SP),"0,702","0,690","0,830","0,604"
1858,Adelândia (GO),"0,702","0,664","0,836","0,622"
1859,Vitorino (PR),"0,702","0,728","0,818","0,582"
1860,Nortelândia (MT),"0,702","0,653","0,793","0,668"
1861,Morro Redondo (RS),"0,702","0,719","0,864","0,557"
1862,Maria da Fé (MG),"0,702","0,646","0,842","0,637"
1863,Dionísio (MG),"0,702","0,651","0,821","0,647"
1864,Correia Pinto (SC),"0,702","0,701","0,804","0,614"
1865,Santo Antônio de Posse (SP),"0,702","0,718","0,838","0,576"
1866,Mariana Pimentel (RS),"0,701","0,701","0,866","0,568"
1867,Ribeirão do Pinhal (PR),"0,701","0,684","0,824","0,611"
1868,Presidente Olegário (MG),"0,701","0,679","0,831","0,611"
1869,Patos (PB),"0,701","0,667","0,821","0,628"
1870,Indiara (GO),"0,701","0,694","0,837","0,593"
1871,Araguainha (MT),"0,701","0,650","0,844","0,627"
1872,Marcelândia (MT),"0,701","0,700","0,813","0,604"
1873,Centenário (RS),"0,701","0,707","0,856","0,569"
1874,Florestópolis (PR),"0,701","0,682","0,807","0,625"
1875,Primeiro de Maio (PR),"0,701","0,695","0,826","0,599"
1876,Alto Garças (MT),"0,701","0,707","0,835","0,583"
1877,Eusébio (CE),"0,701","0,700","0,794","0,621"
1878,Senador Canedo (GO),"0,701","0,676","0,827","0,617"
1879,Campo Magro (PR),"0,701","0,685","0,828","0,607"
1880,Braganey (PR),"0,701","0,689","0,797","0,627"
1881,Bom Jesus de Goiás (GO),"0,701","0,699","0,860","0,573"
1882,Luziânia (GO),"0,701","0,689","0,831","0,602"
1883,Travesseiro (RS),"0,701","0,735","0,839","0,559"
1884,Brasilândia (MS),"0,701","0,721","0,837","0,570"
1885,Dona Eusébia (MG),"0,701","0,684","0,841","0,598"
1886,Taquarituba (SP),"0,701","0,700","0,811","0,606"
1887,Tabaí (RS),"0,701","0,694","0,834","0,595"
1888,São Sebastião da Grama (SP),"0,701","0,689","0,820","0,609"
1889,Brazabrantes (GO),"0,701","0,677","0,826","0,615"
1890,Colinas do Tocantins (TO),"0,701","0,690","0,814","0,614"
1891,Barra Bonita (SC),"0,701","0,692","0,830","0,599"
1892,Santa Terezinha de Goiás (GO),"0,701","0,647","0,826","0,644"
1893,Ipameri (GO),"0,701","0,711","0,823","0,588"
1894,Morro Grande (SC),"0,701","0,742","0,847","0,548"
1895,Guaranésia (MG),"0,701","0,693","0,845","0,589"
1896,Nanuque (MG),"0,701","0,666","0,850","0,609"
1897,Santa Rosa de Goiás (GO),"0,701","0,643","0,844","0,635"
1898,Nova Ponte (MG),"0,701","0,734","0,835","0,562"
1899,Ponta Porã (MS),"0,701","0,708","0,812","0,598"
1900,Dianópolis (TO),"0,701","0,673","0,822","0,624"
1901,Teófilo Otoni (MG),"0,701","0,698","0,824","0,598"
1902,Pratânia (SP),"0,701","0,681","0,798","0,633"
1903,Castelândia (GO),"0,701","0,724","0,823","0,578"
1904,Sangão (SC),"0,700","0,725","0,853","0,554"
1905,Joaquim Távora (PR),"0,700","0,699","0,801","0,613"
1906,Paraíso (SC),"0,700","0,728","0,833","0,565"
1907,Salgado Filho (PR),"0,700","0,682","0,831","0,604"
1908,Rolim de Moura (RO),"0,700","0,709","0,808","0,598"
1909,Americano do Brasil (GO),"0,700","0,669","0,813","0,631"
1910,Cacequi (RS),"0,700","0,680","0,807","0,626"
1911,Boqueirão do Leão (RS),"0,700","0,725","0,843","0,562"
1912,Conceição do Pará (MG),"0,700","0,687","0,850","0,588"
1913,Alto Alegre (SP),"0,700","0,683","0,817","0,616"
1914,Floriano (PI),"0,700","0,676","0,802","0,633"
1915,Carmópolis de Minas (MG),"0,700","0,694","0,850","0,582"
1916,Aurilândia (GO),"0,700","0,661","0,836","0,620"
1917,São Tomás de Aquino (MG),"0,700","0,692","0,874","0,568"
1918,Santa Mariana (PR),"0,700","0,684","0,804","0,624"
1919,Bocaiúva (MG),"0,700","0,648","0,822","0,644"
1920,Pérola (PR),"0,700","0,704","0,804","0,607"
1921,Andrelândia (MG),"0,700","0,675","0,818","0,621"
1922,Naviraí (MS),"0,700","0,715","0,803","0,597"
1923,Boa Esperança do Iguaçu (PR),"0,700","0,673","0,848","0,602"
1924,Piraquara (PR),"0,700","0,689","0,869","0,574"
1925,Vidal Ramos (SC),"0,700","0,728","0,802","0,588"
1926,Corumbá (MS),"0,700","0,701","0,834","0,586"
1927,Santo Antônio de Jesus (BA),"0,700","0,677","0,815","0,622"
1928,Porto Amazonas (PR),"0,700","0,708","0,815","0,595"
1929,Ubiretama (RS),"0,700","0,691","0,809","0,613"
1930,Ubarana (SP),"0,700","0,672","0,844","0,604"
1931,Juquiá (SP),"0,700","0,654","0,823","0,637"
1932,São Roque do Canaã (ES),"0,700","0,686","0,803","0,623"
1933,Cachoeiras de Macacu (RJ),"0,700","0,695","0,817","0,603"
1934,Nobres (MT),"0,699","0,675","0,827","0,611"
1935,Novo Brasil (GO),"0,699","0,691","0,828","0,598"
1936,Jaraguá (GO),"0,699","0,692","0,841","0,588"
1937,Trindade (GO),"0,699","0,682","0,822","0,608"
1938,Bom Retiro (SC),"0,699","0,704","0,869","0,559"
1939,Silvianópolis (MG),"0,699","0,706","0,865","0,559"
1940,Vargem (SP),"0,699","0,690","0,839","0,591"
1941,Oliveira (MG),"0,699","0,691","0,842","0,587"
1942,Brochier (RS),"0,699","0,723","0,851","0,554"
1943,Cruz das Almas (BA),"0,699","0,659","0,796","0,650"
1944,Irineópolis (SC),"0,699","0,720","0,836","0,567"
1945,Barbosa (SP),"0,699","0,676","0,843","0,599"
1946,Douradina (MS),"0,699","0,706","0,809","0,597"
1947,Suzanápolis (SP),"0,699","0,665","0,813","0,631"
1948,Saudade do Iguaçu (PR),"0,699","0,695","0,803","0,611"
1949,Madre de Deus de Minas (MG),"0,699","0,667","0,856","0,598"
1950,Mário Campos (MG),"0,699","0,680","0,833","0,604"
1951,Cláudia (MT),"0,699","0,719","0,809","0,586"
1952,Alvorada (RS),"0,699","0,694","0,874","0,564"
1953,Almirante Tamandaré (PR),"0,699","0,706","0,840","0,575"
1954,Tomazina (PR),"0,699","0,661","0,829","0,622"
1955,Vera Cruz do Oeste (PR),"0,699","0,702","0,811","0,601"
1956,Cristalina (GO),"0,699","0,716","0,814","0,587"
1957,Cambuquira (MG),"0,699","0,691","0,856","0,577"
1958,Novo Alegre (TO),"0,699","0,642","0,812","0,654"
1959,São Gabriel (RS),"0,699","0,711","0,822","0,585"
1960,Capela do Alto (SP),"0,699","0,673","0,823","0,617"
1961,Rosário do Sul (RS),"0,699","0,705","0,841","0,576"
1962,Marzagão (GO),"0,699","0,692","0,822","0,601"
1963,Anchieta (SC),"0,699","0,703","0,800","0,608"
1964,Maximiliano de Almeida (RS),"0,699","0,699","0,825","0,591"
1965,Caiçara (RS),"0,699","0,721","0,817","0,580"
1966,Urupema (SC),"0,699","0,667","0,823","0,622"
1967,Joanópolis (SP),"0,699","0,707","0,824","0,585"
1968,Lavras do Sul (RS),"0,699","0,683","0,868","0,577"
1969,Palmeiras de Goiás (GO),"0,698","0,698","0,815","0,598"
1970,Bela Vista (MS),"0,698","0,699","0,830","0,585"
1971,Araújos (MG),"0,698","0,694","0,855","0,574"
1972,Arroio dos Ratos (RS),"0,698","0,700","0,833","0,583"
1973,Santana da Vargem (MG),"0,698","0,681","0,850","0,587"
1974,Campestre (MG),"0,698","0,712","0,843","0,566"
1975,Ribeira (SP),"0,698","0,635","0,797","0,673"
1976,Claraval (MG),"0,698","0,687","0,848","0,584"
1977,Cachoeira Dourada (GO),"0,698","0,703","0,804","0,602"
1978,Guaraci (PR),"0,698","0,693","0,821","0,598"
1979,Major Gercino (SC),"0,698","0,738","0,818","0,563"
1980,Picos (PI),"0,698","0,684","0,800","0,621"
1981,Santa Cecília (SC),"0,698","0,697","0,819","0,597"
1982,Corumbaíba (GO),"0,698","0,703","0,831","0,582"
1983,Passo do Sobrado (RS),"0,698","0,726","0,851","0,551"
1984,Candiota (RS),"0,698","0,704","0,860","0,562"
1985,Mariópolis (PR),"0,698","0,717","0,804","0,591"
1986,Porto Mauá (RS),"0,698","0,672","0,831","0,608"
1987,Terra Nova do Norte (MT),"0,698","0,692","0,815","0,602"
1988,Água Doce (SC),"0,698","0,724","0,820","0,574"
1989,Igarapé (MG),"0,698","0,686","0,844","0,588"
