Ranking IDHM 2010,Município,IDHM 2010,"IDHM 
Renda 
2010",IDHM Longevidade 2010,IDHM Educação 2010
3597,Lajes Pintadas (RN),"0,625","0,559","0,769","0,568"
3598,Angical (BA),"0,625","0,564","0,778","0,556"
3599,Paulistas (MG),"0,625","0,593","0,791","0,521"
3600,Medeiros Neto (BA),"0,625","0,626","0,777","0,501"
3601,Solonópole (CE),"0,625","0,565","0,754","0,574"
3602,Nova Olinda (CE),"0,625","0,567","0,779","0,554"
3603,Potiraguá (BA),"0,625","0,595","0,754","0,545"
3604,Francisco Dumont (MG),"0,625","0,596","0,797","0,513"
3605,Ervália (MG),"0,625","0,640","0,828","0,460"
3606,Lagarto (SE),"0,625","0,613","0,775","0,515"
3607,Icaraí de Minas (MG),"0,624","0,570","0,799","0,533"
3608,Jenipapo de Minas (MG),"0,624","0,588","0,793","0,520"
3609,Buritizeiro (MG),"0,624","0,603","0,768","0,524"
3610,Jaguaruana (CE),"0,624","0,568","0,779","0,548"
3611,Almino Afonso (RN),"0,624","0,578","0,739","0,568"
3612,Medina (MG),"0,624","0,624","0,821","0,475"
3613,Angicos (RN),"0,624","0,606","0,756","0,530"
3614,Ourilândia do Norte (PA),"0,624","0,653","0,795","0,467"
3615,Caxias (MA),"0,624","0,595","0,753","0,543"
3616,Braúnas (MG),"0,624","0,635","0,802","0,478"
3617,Itajá (RN),"0,624","0,586","0,769","0,539"
3618,Lajes (RN),"0,624","0,578","0,756","0,557"
3619,Pedra do Anta (MG),"0,624","0,636","0,821","0,466"
3620,Amaral Ferrador (RS),"0,624","0,664","0,802","0,457"
3621,Inhuma (PI),"0,624","0,562","0,772","0,560"
3622,Caracaraí (RR),"0,624","0,601","0,780","0,518"
3623,Ponte Alta do Tocantins (TO),"0,624","0,587","0,779","0,531"
3624,Poté (MG),"0,624","0,584","0,809","0,515"
3625,Rio Pardo de Minas (MG),"0,624","0,586","0,798","0,520"
3626,Vale do Sol (RS),"0,624","0,681","0,813","0,439"
3627,Capitão Andrade (MG),"0,624","0,630","0,805","0,478"
3628,Caparaó (MG),"0,624","0,614","0,836","0,473"
3629,Barra Longa (MG),"0,624","0,613","0,823","0,482"
3630,Fortim (CE),"0,624","0,562","0,734","0,588"
3631,Itapagé (CE),"0,623","0,561","0,760","0,568"
3632,Tenente Laurentino Cruz (RN),"0,623","0,559","0,737","0,586"
3633,Bela Cruz (CE),"0,623","0,533","0,760","0,598"
3634,São José do Norte (RS),"0,623","0,663","0,792","0,461"
3635,Caturité (PB),"0,623","0,617","0,782","0,502"
3636,Esperança (PB),"0,623","0,598","0,767","0,526"
3637,Miguel Leão (PI),"0,623","0,579","0,782","0,533"
3638,São Miguel do Tocantins (TO),"0,623","0,582","0,762","0,544"
3639,Zabelê (PB),"0,623","0,567","0,725","0,587"
3640,Oriximiná (PA),"0,623","0,599","0,778","0,520"
3641,Cabrobó (PE),"0,623","0,581","0,773","0,539"
3642,Equador (RN),"0,623","0,578","0,765","0,546"
3643,Elísio Medrado (BA),"0,623","0,590","0,777","0,527"
3644,Divinolândia de Minas (MG),"0,623","0,603","0,812","0,495"
3645,Lençóis (BA),"0,623","0,613","0,775","0,510"
3646,Petrolândia (PE),"0,623","0,604","0,755","0,531"
3647,São Miguel dos Campos (AL),"0,623","0,612","0,770","0,514"
3648,Juti (MS),"0,623","0,646","0,770","0,485"
3649,Valença (BA),"0,623","0,619","0,778","0,502"
3650,Bom Jesus do Galho (MG),"0,623","0,615","0,800","0,491"
3651,Guaraciaba (MG),"0,623","0,618","0,794","0,493"
3652,Cedro de São João (SE),"0,623","0,608","0,731","0,543"
3653,São Paulo do Potengi (RN),"0,622","0,584","0,744","0,555"
3654,Ibitirama (ES),"0,622","0,609","0,821","0,481"
3655,São Pedro do Suaçuí (MG),"0,622","0,611","0,785","0,501"
3656,Plácido de Castro (AC),"0,622","0,593","0,786","0,517"
3657,Abel Figueiredo (PA),"0,622","0,625","0,800","0,481"
3658,Jacundá (PA),"0,622","0,628","0,752","0,509"
3659,Francisco Badaró (MG),"0,622","0,575","0,793","0,527"
3660,Monte do Carmo (TO),"0,622","0,608","0,808","0,489"
3661,Dom Joaquim (MG),"0,622","0,610","0,819","0,482"
3662,Dom Pedro (MA),"0,622","0,582","0,759","0,545"
3663,Mirinzal (MA),"0,622","0,546","0,756","0,582"
3664,Passa Sete (RS),"0,622","0,639","0,782","0,482"
3665,Aratuba (CE),"0,622","0,530","0,775","0,587"
3666,Missão Velha (CE),"0,622","0,579","0,754","0,552"
3667,Palmácia (CE),"0,622","0,590","0,742","0,551"
3668,Porteiras (CE),"0,622","0,531","0,765","0,592"
3669,Quixeré (CE),"0,622","0,560","0,774","0,556"
3670,Milagres (BA),"0,622","0,590","0,789","0,518"
3671,Martins (RN),"0,622","0,580","0,772","0,538"
3672,Nísia Floresta (RN),"0,622","0,601","0,773","0,518"
3673,Quixabá (PB),"0,622","0,564","0,737","0,579"
3674,Santarém (PB),"0,622","0,553","0,765","0,568"
3675,São João do Cariri (PB),"0,622","0,618","0,797","0,488"
3676,Calmon (SC),"0,622","0,618","0,779","0,500"
3677,Ferreiros (PE),"0,622","0,589","0,787","0,519"
3678,Palmares (PE),"0,622","0,588","0,744","0,550"
3679,Imbaú (PR),"0,622","0,636","0,785","0,481"
3680,Capim Grosso (BA),"0,621","0,620","0,752","0,514"
3681,Piancó (PB),"0,621","0,593","0,736","0,550"
3682,Campo Azul (MG),"0,621","0,550","0,799","0,546"
3683,Jaguaribe (CE),"0,621","0,580","0,760","0,543"
3684,Piraquê (TO),"0,621","0,593","0,792","0,511"
3685,Campo do Brito (SE),"0,621","0,625","0,793","0,484"
3686,Licínio de Almeida (BA),"0,621","0,582","0,775","0,531"
3687,Augusto Severo (RN),"0,621","0,624","0,774","0,495"
3688,Maragogipe (BA),"0,621","0,582","0,793","0,518"
3689,Filadélfia (TO),"0,621","0,578","0,792","0,522"
3690,Pacujá (CE),"0,621","0,562","0,745","0,571"
3691,Japaratuba (SE),"0,621","0,581","0,757","0,544"
3692,Goianorte (TO),"0,621","0,598","0,805","0,497"
3693,Sertãozinho (PB),"0,621","0,554","0,769","0,561"
3694,Cerro Negro (SC),"0,621","0,634","0,829","0,455"
3695,Santana do Manhuaçu (MG),"0,621","0,622","0,809","0,475"
3696,Doutor Severiano (RN),"0,621","0,567","0,747","0,566"
3697,Catuti (MG),"0,621","0,563","0,773","0,549"
3698,Cônego Marinho (MG),"0,621","0,550","0,799","0,544"
3699,Prado (BA),"0,621","0,616","0,784","0,497"
3700,Tamarana (PR),"0,621","0,628","0,829","0,460"
3701,Portalegre (RN),"0,621","0,581","0,754","0,547"
3702,Senador Modestino Gonçalves (MG),"0,620","0,566","0,782","0,539"
3703,Itaquiraí (MS),"0,620","0,645","0,772","0,479"
3704,São Félix de Minas (MG),"0,620","0,589","0,795","0,510"
3705,Antônio Almeida (PI),"0,620","0,579","0,781","0,527"
3706,Alto Rio Doce (MG),"0,620","0,595","0,828","0,483"
3707,Itaberaba (BA),"0,620","0,638","0,769","0,485"
3708,Bias Fortes (MG),"0,620","0,605","0,796","0,495"
3709,Irará (BA),"0,620","0,587","0,809","0,501"
3710,Passagem (PB),"0,620","0,566","0,790","0,534"
3711,Urucará (AM),"0,620","0,551","0,754","0,575"
3712,Monte Santo do Tocantins (TO),"0,620","0,572","0,760","0,547"
3713,Santo Antônio (RN),"0,620","0,595","0,782","0,512"
3714,Ipueiras (TO),"0,620","0,576","0,797","0,518"
3715,Virgolândia (MG),"0,620","0,602","0,795","0,497"
3716,Chapada da Natividade (TO),"0,620","0,590","0,814","0,497"
3717,Camocim (CE),"0,620","0,565","0,729","0,578"
3718,Jacinto (MG),"0,620","0,595","0,807","0,496"
3719,Charrua (RS),"0,620","0,699","0,885","0,385"
3720,São Luís do Curu (CE),"0,620","0,558","0,719","0,593"
3721,Benjamin Constant do Sul (RS),"0,619","0,601","0,801","0,492"
3722,Santo Antônio dos Milagres (PI),"0,619","0,524","0,776","0,582"
3723,Matinha (MA),"0,619","0,579","0,731","0,560"
3724,Cantá (RR),"0,619","0,581","0,803","0,509"
3725,Brejo dos Santos (PB),"0,619","0,564","0,776","0,541"
3726,Chapada de Areia (TO),"0,619","0,619","0,726","0,529"
3727,Ipojuca (PE),"0,619","0,613","0,774","0,499"
3728,Baturité (CE),"0,619","0,574","0,753","0,548"
3729,Urucuia (MG),"0,619","0,559","0,781","0,543"
3730,Fronteiras (PI),"0,619","0,621","0,748","0,511"
3731,Senador Pompeu (CE),"0,619","0,574","0,770","0,537"
3732,Rorainópolis (RR),"0,619","0,574","0,798","0,519"
3733,Vitória do Jari (AP),"0,619","0,587","0,781","0,517"
3734,Pingo-D'Água (MG),"0,619","0,603","0,744","0,529"
3735,Maruim (SE),"0,618","0,590","0,781","0,511"
3736,Demerval Lobão (PI),"0,618","0,588","0,781","0,515"
3737,Formosa do Rio Preto (BA),"0,618","0,576","0,763","0,536"
3738,Apuiarés (CE),"0,618","0,536","0,741","0,593"
3739,Meruoca (CE),"0,618","0,559","0,761","0,554"
3740,Arneiroz (CE),"0,618","0,565","0,740","0,564"
3741,Santa Cruz (PB),"0,618","0,578","0,779","0,523"
3742,Ipu (CE),"0,618","0,583","0,762","0,532"
3743,Conde (PB),"0,618","0,591","0,797","0,500"
3744,Toritama (PE),"0,618","0,655","0,797","0,452"
3745,Catarina (CE),"0,618","0,551","0,764","0,560"
3746,Umarizal (RN),"0,618","0,590","0,792","0,506"
3747,Timbaúba (PE),"0,618","0,592","0,769","0,519"
3748,Jaguaribara (CE),"0,618","0,575","0,735","0,559"
3749,Reserva (PR),"0,618","0,650","0,786","0,461"
3750,Malacacheta (MG),"0,618","0,609","0,768","0,505"
3751,Mortugaba (BA),"0,618","0,598","0,771","0,513"
3752,Viana (MA),"0,618","0,567","0,758","0,548"
3753,José de Freitas (PI),"0,618","0,591","0,781","0,512"
3754,Patu (RN),"0,618","0,599","0,768","0,513"
3755,Mamonas (MG),"0,618","0,565","0,779","0,537"
3756,Junco do Seridó (PB),"0,617","0,571","0,715","0,576"
3757,Major Sales (RN),"0,617","0,573","0,774","0,529"
3758,Muniz Ferreira (BA),"0,617","0,581","0,761","0,531"
3759,José Raydan (MG),"0,617","0,596","0,799","0,493"
3760,Salinas da Margarida (BA),"0,617","0,575","0,729","0,561"
3761,Guaiúba (CE),"0,617","0,546","0,768","0,560"
3762,Saubara (BA),"0,617","0,563","0,738","0,565"
3763,São José do Sabugi (PB),"0,617","0,584","0,781","0,514"
3764,Sítio D'Abadia (GO),"0,617","0,590","0,802","0,497"
3765,Uibaí (BA),"0,617","0,575","0,758","0,540"
3766,Riachuelo (SE),"0,617","0,591","0,766","0,520"
3767,Parecis (RO),"0,617","0,604","0,800","0,485"
3768,Vigia (PA),"0,617","0,594","0,768","0,516"
3769,Puxinanã (PB),"0,617","0,574","0,754","0,542"
3770,Cajuri (MG),"0,617","0,599","0,804","0,487"
3771,Água Nova (RN),"0,616","0,527","0,776","0,572"
3772,São Mateus do Maranhão (MA),"0,616","0,627","0,723","0,515"
3773,Santa Fé do Araguaia (TO),"0,616","0,604","0,804","0,482"
3774,Rio dos Bois (TO),"0,616","0,588","0,795","0,501"
3775,Datas (MG),"0,616","0,590","0,756","0,524"
3776,Fortaleza dos Nogueiras (MA),"0,616","0,566","0,773","0,534"
3777,Buritis (RO),"0,616","0,650","0,751","0,479"
3778,São Gonçalo do Piauí (PI),"0,616","0,538","0,739","0,588"
3779,Itaguatins (TO),"0,616","0,572","0,799","0,511"
3780,São Felipe (BA),"0,616","0,565","0,787","0,525"
3781,Barreira (CE),"0,616","0,551","0,771","0,551"
3782,Caravelas (BA),"0,616","0,626","0,791","0,473"
3783,Herveiras (RS),"0,616","0,670","0,792","0,441"
3784,Icapuí (CE),"0,616","0,572","0,757","0,541"
3785,Soledade (PB),"0,616","0,598","0,772","0,506"
3786,Massapê (CE),"0,616","0,541","0,778","0,554"
3787,Santa Quitéria (CE),"0,616","0,546","0,775","0,553"
3788,Chuvisca (RS),"0,616","0,655","0,818","0,437"
3789,Ibipeba (BA),"0,616","0,577","0,744","0,545"
3790,Matias Cardoso (MG),"0,616","0,584","0,799","0,501"
3791,Ceará-Mirim (RN),"0,616","0,599","0,774","0,505"
3792,Novorizonte (MG),"0,616","0,582","0,804","0,500"
3793,Campanário (MG),"0,616","0,607","0,831","0,464"
3794,Tabatinga (AM),"0,616","0,602","0,769","0,505"
3795,Uruçuca (BA),"0,616","0,607","0,758","0,507"
3796,Santa Fé de Minas (MG),"0,615","0,589","0,804","0,492"
3797,Cedro (PE),"0,615","0,565","0,717","0,573"
3798,Jequitinhonha (MG),"0,615","0,619","0,817","0,461"
3799,São João do Paraíso (MG),"0,615","0,583","0,808","0,493"
3800,Porto Rico do Maranhão (MA),"0,615","0,538","0,772","0,561"
3801,São João dos Patos (MA),"0,615","0,613","0,726","0,522"
3802,Marilac (MG),"0,615","0,609","0,781","0,488"
3803,Riacho de Santana (BA),"0,615","0,572","0,764","0,532"
3804,São José do Campestre (RN),"0,615","0,564","0,789","0,522"
3805,Barra de São Miguel (AL),"0,615","0,638","0,767","0,475"
3806,Caputira (MG),"0,615","0,609","0,809","0,471"
3807,Aracoiaba (CE),"0,615","0,550","0,759","0,556"
3808,Soure (PA),"0,615","0,583","0,760","0,525"
3809,Ribamar Fiquene (MA),"0,615","0,592","0,744","0,527"
3810,Dom Eliseu (PA),"0,615","0,606","0,763","0,502"
3811,Janduís (RN),"0,615","0,567","0,776","0,529"
3812,Sebastião Laranjeiras (BA),"0,615","0,569","0,777","0,527"
3813,Monsenhor Gil (PI),"0,615","0,568","0,781","0,524"
3814,Monte Alegre de Goiás (GO),"0,615","0,592","0,816","0,481"
3815,Itaporanga (PB),"0,615","0,607","0,742","0,517"
3816,Capela (SE),"0,615","0,596","0,766","0,510"
3817,Paramirim (BA),"0,615","0,604","0,776","0,496"
3818,Entre Rios (BA),"0,615","0,602","0,785","0,492"
3819,Gaúcha do Norte (MT),"0,615","0,658","0,847","0,418"
3820,Igaporã (BA),"0,614","0,586","0,766","0,516"
3821,Itapuã do Oeste (RO),"0,614","0,633","0,751","0,488"
3822,Altos (PI),"0,614","0,590","0,767","0,512"
3823,Itaú (RN),"0,614","0,588","0,727","0,542"
3824,Nova Russas (CE),"0,614","0,585","0,754","0,524"
3825,Sapeaçu (BA),"0,614","0,602","0,735","0,522"
3826,Cristópolis (BA),"0,614","0,546","0,766","0,553"
3827,Pilões (RN),"0,614","0,566","0,777","0,527"
3828,Presidente Dutra (BA),"0,614","0,572","0,730","0,553"
3829,Ouro Velho (PB),"0,614","0,585","0,764","0,518"
3830,Marquinho (PR),"0,614","0,615","0,814","0,463"
3831,Pracuúba (AP),"0,614","0,539","0,790","0,544"
3832,Brasiléia (AC),"0,614","0,619","0,770","0,485"
3833,Luislândia (MG),"0,614","0,568","0,799","0,509"
3834,Patis (MG),"0,614","0,550","0,787","0,534"
3835,Ibiaí (MG),"0,614","0,565","0,795","0,516"
3836,Pedras de Maria da Cruz (MG),"0,614","0,564","0,787","0,521"
3837,Jardim (CE),"0,614","0,547","0,779","0,542"
3838,Ubaporanga (MG),"0,614","0,604","0,805","0,475"
3839,Manacapuru (AM),"0,614","0,604","0,795","0,481"
3840,Igarapé Grande (MA),"0,614","0,578","0,747","0,536"
3841,Ibirapuã (BA),"0,614","0,641","0,774","0,467"
3842,Santa Maria da Vitória (BA),"0,614","0,592","0,758","0,516"
3843,Jaquirana (RS),"0,614","0,626","0,779","0,475"
3844,Serra do Mel (RN),"0,614","0,574","0,773","0,521"
3845,Sete Quedas (MS),"0,614","0,660","0,778","0,450"
3846,Presidente Juscelino (MG),"0,614","0,603","0,796","0,483"
3847,Castro Alves (BA),"0,613","0,591","0,774","0,504"
3848,Santo Inácio do Piauí (PI),"0,613","0,543","0,776","0,546"
3849,Lajeado do Bugre (RS),"0,613","0,604","0,822","0,465"
3850,Lavras da Mangabeira (CE),"0,613","0,576","0,778","0,515"
3851,Montalvânia (MG),"0,613","0,586","0,799","0,492"
3852,Brasil Novo (PA),"0,613","0,632","0,809","0,451"
3853,Buerarema (BA),"0,613","0,604","0,772","0,495"
3854,Jaborandi (BA),"0,613","0,572","0,791","0,508"
3855,Montividiu do Norte (GO),"0,613","0,578","0,816","0,488"
3856,Santa Bárbara do Leste (MG),"0,613","0,608","0,800","0,473"
3857,Itabaiana (PB),"0,613","0,592","0,727","0,536"
3858,Ribeirópolis (SE),"0,613","0,610","0,769","0,490"
3859,Santa Maria do Salto (MG),"0,613","0,593","0,765","0,507"
3860,Santa Rita de Minas (MG),"0,613","0,627","0,791","0,464"
3861,Iranduba (AM),"0,613","0,607","0,799","0,476"
3862,Coaraci (BA),"0,613","0,615","0,762","0,491"
3863,Rio Formoso (PE),"0,613","0,562","0,809","0,506"
3864,Sertânia (PE),"0,613","0,601","0,752","0,510"
3865,Corumbiara (RO),"0,613","0,630","0,774","0,473"
3866,Boninal (BA),"0,612","0,564","0,789","0,514"
3867,Jaguaretama (CE),"0,612","0,552","0,776","0,535"
3868,Cujubim (RO),"0,612","0,663","0,789","0,439"
3869,Cururupu (MA),"0,612","0,568","0,768","0,525"
3870,Canindé (CE),"0,612","0,571","0,765","0,526"
3871,Pintadas (BA),"0,612","0,572","0,765","0,525"
3872,Delmiro Gouveia (AL),"0,612","0,599","0,774","0,494"
3873,Marco (CE),"0,612","0,564","0,734","0,553"
3874,Itacajá (TO),"0,612","0,585","0,798","0,491"
3875,Vermelho Novo (MG),"0,612","0,610","0,790","0,475"
3876,Bertolínia (PI),"0,612","0,596","0,758","0,507"
3877,Santana do Cariri (CE),"0,612","0,527","0,779td>","0,557"
3878,Taboleiro Grande (RN),"0,612","0,570","0,792","0,507"
3879,Mathias Lobato (MG),"0,612","0,596","0,795","0,483"
3880,Santa Cruz da Baixa Verde (PE),"0,612","0,557","0,786","0,523"
3881,Piedade de Caratinga (MG),"0,612","0,621","0,773","0,477"
3882,Barro Duro (PI),"0,612","0,611","0,729","0,514"
3883,Poço de José de Moura (PB),"0,612","0,578","0,797","0,497"
3884,Capistrano (CE),"0,611","0,527","0,730","0,593"
3885,Lajedo (PE),"0,611","0,599","0,758","0,503"
3886,Conceição do Coité (BA),"0,611","0,587","0,752","0,517"
3887,Colniza (MT),"0,611","0,633","0,815","0,443"
3888,São Francisco do Guaporé (RO),"0,611","0,657","0,751","0,462"
3889,São Rafael (RN),"0,611","0,588","0,787","0,493"
3890,Amparo de São Francisco (SE),"0,611","0,569","0,728","0,550"
3891,Varjota (CE),"0,611","0,575","0,728","0,545"
3892,São Benedito (CE),"0,611","0,562","0,764","0,531"
3893,Ibiassucê (BA),"0,611","0,608","0,789","0,476"
3894,Sumidouro (RJ),"0,611","0,658","0,796","0,436"
3895,Ubaitaba (BA),"0,611","0,607","0,767","0,490"
3896,Livramento de Nossa Senhora (BA),"0,611","0,587","0,793","0,491"
3897,Cabaceiras (PB),"0,611","0,574","0,759","0,523"
3898,São José de Mipibu (RN),"0,611","0,599","0,748","0,508"
3899,Rio Preto da Eva (AM),"0,611","0,590","0,785","0,493"
3900,Tunas do Paraná (PR),"0,611","0,641","0,801","0,444"
3901,Costa Marques (RO),"0,611","0,616","0,751","0,493"
3902,Santa Margarida (MG),"0,610","0,635","0,785","0,455"
3903,Divina Pastora (SE),"0,610","0,571","0,753","0,527"
3904,Orocó (PE),"0,610","0,536","0,766","0,553"
3905,Açucena (MG),"0,610","0,595","0,844","0,451"
3906,São Félix do Piauí (PI),"0,610","0,587","0,742","0,520"
3907,Morada Nova (CE),"0,610","0,569","0,758","0,525"
3908,Monsenhor Tabosa (CE),"0,610","0,545","0,773","0,538"
3909,Pesqueira (PE),"0,610","0,597","0,751","0,506"
3910,Ererê (CE),"0,610","0,551","0,754","0,547"
3911,São Raimundo das Mangabeiras (MA),"0,610","0,583","0,749","0,521"
3912,Orobó (PE),"0,610","0,545","0,787","0,528"
3913,Barão do Triunfo (RS),"0,610","0,645","0,821","0,428"
3914,Virgem da Lapa (MG),"0,610","0,585","0,797","0,488"
3915,Indaiabira (MG),"0,610","0,575","0,804","0,490"
3916,Ruy Barbosa (BA),"0,610","0,583","0,770","0,505"
3917,Coreaú (CE),"0,610","0,526","0,758","0,568"
3918,Itarantim (BA),"0,610","0,608","0,766","0,487"
3919,São José do Belmonte (PE),"0,610","0,569","0,769","0,520"
3920,Barrocas (BA),"0,610","0,574","0,786","0,503"
3921,Madalena (CE),"0,610","0,536","0,778","0,545"
3922,Santa Cruz da Vitória (BA),"0,610","0,573","0,786","0,504"
3923,Pastos Bons (MA),"0,610","0,540","0,753","0,559"
3924,Igaracy (PB),"0,610","0,575","0,794","0,496"
3925,Pilar (AL),"0,610","0,578","0,771","0,509"
3926,Miranda do Norte (MA),"0,610","0,550","0,751","0,550"
3927,Ubaí (MG),"0,609","0,552","0,787","0,519"
3928,Monte Alegre (RN),"0,609","0,578","0,770","0,507"
3929,Rubim (MG),"0,609","0,589","0,817","0,469"
3930,Marcelino Vieira (RN),"0,609","0,571","0,776","0,510"
3931,São Gabriel da Cachoeira (AM),"0,609","0,610","0,777","0,476"
3932,Macaúbas (BA),"0,609","0,557","0,791","0,513"
3933,Marapanim (PA),"0,609","0,570","0,760","0,521"
3934,Nova Timboteua (PA),"0,609","0,564","0,791","0,507"
3935,Baía Formosa (RN),"0,609","0,590","0,718","0,534"
3936,Santa Helena (PB),"0,609","0,570","0,786","0,504"
3937,Salgado (SE),"0,609","0,588","0,789","0,486"
3938,Triunfo (PB),"0,609","0,578","0,780","0,501"
3939,São João do Paraíso (MA),"0,609","0,554","0,753","0,542"
3940,Amaralina (GO),"0,609","0,569","0,813","0,489"
3941,Catende (PE),"0,609","0,578","0,760","0,515"
3942,Siriri (SE),"0,609","0,565","0,740","0,541"
3943,Guaraciaba do Norte (CE),"0,609","0,552","0,776","0,528"
3944,Jampruca (MG),"0,609","0,605","0,781","0,479"
3945,Lagoa do Carro (PE),"0,609","0,566","0,789","0,505"
3946,Macaparana (PE),"0,609","0,571","0,778","0,508"
3947,Urupá (RO),"0,609","0,621","0,772","0,471"
3948,Assunção (PB),"0,609","0,601","0,738","0,510"
3949,Santa Maria do Oeste (PR),"0,609","0,600","0,790","0,477"
3950,Santa Rita (MA),"0,609","0,553","0,743","0,551"
3951,Deputado Irapuan Pinheiro (CE),"0,609","0,542","0,742","0,562"
3952,Catunda (CE),"0,609","0,537","0,717","0,587"
3953,Ortigueira (PR),"0,609","0,632","0,811","0,441"
3954,Santa Terezinha (MT),"0,609","0,596","0,761","0,498"
3955,Divisópolis (MG),"0,609","0,577","0,802","0,489"
3956,Grajaú (MA),"0,609","0,603","0,754","0,497"
3957,Japonvar (MG),"0,608","0,556","0,786","0,514"
3958,Ingazeira (PE),"0,608","0,575","0,766","0,510"
3959,Ibiapina (CE),"0,608","0,559","0,767","0,525"
3960,Luisburgo (MG),"0,608","0,610","0,809","0,455"
